FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3cf,3169069,POINT (16.353336048311327 48.25835730621713),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ce,3169070,POINT (16.45228049168194 48.23073210598208),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3cd,3169071,POINT (16.34778571525232 48.24968561879803),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3cc,3169072,POINT (16.338592684271447 48.19894233318957),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3cb,3169073,POINT (16.337890145030475 48.20067483848918),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ca,3169074,POINT (16.35429988964812 48.20375858509125),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c9,3169075,POINT (16.39324824214477 48.20176674494837),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c8,3169076,POINT (16.35269218786834 48.22982596332459),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c7,3169077,POINT (16.352529886449794 48.22973063992996),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c6,3169078,POINT (16.382317105295062 48.215122445047705),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c5,3169079,POINT (16.404530853223232 48.22428486732403),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c4,3169080,POINT (16.414640005141408 48.21478818683108),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c3,3169081,POINT (16.405180862297733 48.21680923923593),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c2,3169082,POINT (16.451621439334016 48.22425198842918),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c1,3169083,POINT (16.318876386541252 48.18885583998572),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c0,3169084,POINT (16.309029711541303 48.24088513265243),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3bf,3169085,POINT (16.31691788670236 48.18875437953504),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3be,3169086,POINT (16.347056777160617 48.19244537866068),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3bd,3169087,POINT (16.356178838760155 48.2074179466347),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3bc,3169088,POINT (16.367896276377632 48.18618843015775),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3bb,3169089,POINT (16.401438398194017 48.182454165493496),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ba,3169090,POINT (16.30735632828425 48.24176942810172),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b9,3169091,POINT (16.39171133846635 48.28950013831005),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b8,3169092,POINT (16.3916472949777 48.28932373735588),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b7,3169093,POINT (16.398781011349556 48.191150258482295),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b6,3169094,POINT (16.38891782156359 48.202449934140894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b5,3169095,POINT (16.31115471452638 48.19608902484806),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b4,3169096,POINT (16.439047706135227 48.23174469216381),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b3,3169097,POINT (16.477721916291088 48.25375967152973),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b2,3169098,POINT (16.47730437530327 48.25273940372759),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b1,3169099,POINT (16.39967877413768 48.25160370957785),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b0,3169100,POINT (16.347002341950162 48.181700896069295),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3af,3169782,POINT (16.400647252571254 48.16614628626682),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ae,3169783,POINT (16.411324446440073 48.19718144555275),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ad,3169784,POINT (16.33160981217662 48.21241397619448),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ac,3169785,POINT (16.282040738041477 48.21678332875633),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3ab,3169786,POINT (16.295105452841874 48.246432424506004),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3aa,3169787,POINT (16.321546679749805 48.2555342670592),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a9,3169788,POINT (16.318209063343566 48.238939888556146),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a8,3169789,POINT (16.26724722161468 48.150934482447035),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a7,3169790,POINT (16.386287105640537 48.19316013363181),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a6,3169791,POINT (16.256465100727187 48.13279704001451),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a5,3169792,POINT (16.282384206438888 48.135318245600274),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a4,3169793,POINT (16.281839238082448 48.13553706978522),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a3,3169794,POINT (16.280500444926552 48.13602564894527),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a2,3169795,POINT (16.344548666159763 48.20709152587871),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a1,3169796,POINT (16.327230950104898 48.21023475450392),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a0,3169797,POINT (16.307870850515386 48.213196238894874),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39f,3169798,POINT (16.35832620431409 48.21145444224251),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39e,3169799,POINT (16.39389178630438 48.21656332958547),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39d,3169800,POINT (16.334521340312303 48.206240506299345),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39c,3169801,POINT (16.23603385133231 48.136970734374714),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39b,3169802,POINT (16.3462254491183 48.19708527366538),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39a,3169803,POINT (16.29488458742362 48.1473565162506),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-399,3169804,POINT (16.351191968753245 48.19882998291387),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-398,3169805,POINT (16.291887127602546 48.25420813247418),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-397,3169806,POINT (16.28393146939813 48.17832832590619),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-396,3169807,POINT (16.355290595187594 48.20021557108739),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-395,3169808,POINT (16.349389210599053 48.199464948303074),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-394,3169809,POINT (16.33986421292982 48.19190690434494),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-393,3169810,POINT (16.30998105997633 48.212482209477486),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-392,3169811,POINT (16.336274155372838 48.19863474314322),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-391,3169812,POINT (16.348973939849213 48.19797834267283),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-390,3169813,POINT (16.387955282381327 48.22810392096186),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38f,3169814,POINT (16.344244077177155 48.196650522066676),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38e,3169815,POINT (16.34522993098504 48.20707299830866),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38d,3169816,POINT (16.389883760524388 48.19238068252938),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38c,3169817,POINT (16.393328118137255 48.2288647775873),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38b,3169818,POINT (16.184149137930568 48.162608273767155),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38a,3169819,POINT (16.33843262137403 48.167525991704636),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-389,3169820,POINT (16.338828172594216 48.16549610505307),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-388,3169821,POINT (16.358348354602715 48.15956850888135),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-387,3169781,POINT (16.38865736034367 48.28522271179572),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-386,3169822,POINT (16.37861030411568 48.2072155815522),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-385,3169823,POINT (16.404903292141395 48.21948668717607),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-384,3169824,POINT (16.391378037843353 48.209270089105566),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-383,3169825,POINT (16.36349494711685 48.19112112524923),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-382,3169826,POINT (16.35833479476037 48.20066076763072),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-381,3169827,POINT (16.34913526719077 48.19802777654476),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-380,3169828,POINT (16.255435099777262 48.17852785930787),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37f,3169829,POINT (16.267731394042904 48.1508335509859),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37e,3169830,POINT (16.377389825541815 48.2174122699309),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37d,3169831,POINT (16.40211167803484 48.22168975347416),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37c,3169832,POINT (16.390222638954466 48.20304947007623),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37b,3169833,POINT (16.391027249007017 48.20249779747898),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37a,3169834,POINT (16.360429781090197 48.197249188511584),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-379,3169835,POINT (16.363524418611743 48.198583087251194),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-378,3169836,POINT (16.36230361513622 48.197895761442425),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-377,3169837,POINT (16.364831033455186 48.199268116826886),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-376,3169838,POINT (16.33280740398476 48.18028575125024),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-375,3169839,POINT (16.33311385942733 48.18096004131523),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-374,3169840,POINT (16.437624738677194 48.255167408263816),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-373,3169841,POINT (16.352564355512037 48.181436336431695),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-372,3169842,POINT (16.34975187909545 48.20415883147543),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-371,3169843,POINT (16.333200310736967 48.216445155980594),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-370,3169844,POINT (16.411603820430127 48.221556290096025),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36f,3169845,POINT (16.447763069640562 48.15234004440695),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36e,3169846,POINT (16.332768747789157 48.19177048547765),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36d,3169847,POINT (16.49146445045924 48.25919660420028),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36c,3169848,POINT (16.27024473770881 48.24441500270482),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36b,3169849,POINT (16.44350163735615 48.19876716128841),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36a,3169850,POINT (16.3679148583531 48.24879544569818),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-369,3169851,POINT (16.32618364586458 48.210508108306605),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-368,3169852,POINT (16.32885085342384 48.21008879976928),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-367,3169853,POINT (16.377228820151892 48.17678188227988),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-366,3169854,POINT (16.231942350220578 48.20271403484288),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-365,3169855,POINT (16.252980600565024 48.19831031565308),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-364,3169856,POINT (16.252716091968168 48.176984109661205),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-363,3169857,POINT (16.256832350571532 48.16685599611615),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-362,3169858,POINT (16.22254323150283 48.153362131921355),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-361,3169859,POINT (16.326523815386846 48.19103147464736),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-360,3169860,POINT (16.36918034655498 48.23125318949217),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35f,3169861,POINT (16.335913721081308 48.21050258945424),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35e,3169862,POINT (16.34163274372016 48.24262740837943),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35d,3169863,POINT (16.34461905740062 48.22568094744223),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35c,3169864,POINT (16.336610303144127 48.275201116021826),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35b,3169865,POINT (16.33426217339548 48.2213246105191),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35a,3169866,POINT (16.36340805759317 48.21287269116008),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-359,3169867,POINT (16.377655108487048 48.17398129714826),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-358,3169868,POINT (16.334915091674244 48.21916091715183),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-357,3169869,POINT (16.37437944147451 48.184405527813176),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-356,3169870,POINT (16.33575744230417 48.209743405957454),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-355,3169871,POINT (16.41892511910839 48.23162430403768),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-354,3169872,POINT (16.319416788320435 48.245538176938304),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-353,3169873,POINT (16.32380856511314 48.25076958785935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-352,3169874,POINT (16.336255589882395 48.21182202648283),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-351,3169875,POINT (16.335074287881238 48.21385013234943),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-350,3169876,POINT (16.468449276698767 48.19416359089141),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34f,3169877,POINT (16.37137691873963 48.214474493328154),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34e,3169878,POINT (16.361289504562343 48.21684201612749),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34d,3169879,POINT (16.327343690578054 48.21011708513442),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34c,3169880,POINT (16.376373259463183 48.22566324113479),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34b,3169881,POINT (16.31026192646526 48.12272650587013),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34a,3169882,POINT (16.332472620202747 48.19024087080643),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-349,3169883,POINT (16.347968987268683 48.15837132149252),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-348,3169884,POINT (16.336618903784828 48.21391646470283),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-347,3169885,POINT (16.336384897126614 48.21284333156759),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-346,3169886,POINT (16.336611534270084 48.213516815416035),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-345,3169887,POINT (16.368534737554146 48.23213568096109),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-344,3169888,POINT (16.36866941701664 48.23169357493258),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-343,3169889,POINT (16.400896733947437 48.261887196667686),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-342,3169890,POINT (16.37620700320308 48.17656072441532),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-341,3169891,POINT (16.37639459536571 48.17695333648769),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-340,3169892,POINT (16.329871867195923 48.18150272668957),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33f,3169893,POINT (16.37861030411568 48.2072155815522),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33e,3169894,POINT (16.404903292141395 48.21948668717607),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33d,3169895,POINT (16.391378037843353 48.209270089105566),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33c,3169896,POINT (16.36349494711685 48.19112112524923),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33b,3169897,POINT (16.35833479476037 48.20066076763072),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33a,3169898,POINT (16.34913526719077 48.19802777654476),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-339,3169899,POINT (16.255435099777262 48.17852785930787),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-338,3169900,POINT (16.267731394042904 48.1508335509859),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-337,3169901,POINT (16.377389825541815 48.2174122699309),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-336,3169902,POINT (16.40211167803484 48.22168975347416),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-335,3169903,POINT (16.390222638954466 48.20304947007623),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-334,3169904,POINT (16.391027249007017 48.20249779747898),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-333,3169905,POINT (16.360429781090197 48.197249188511584),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-332,3169906,POINT (16.363524418611743 48.198583087251194),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-331,3169907,POINT (16.36230361513622 48.197895761442425),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-330,3169908,POINT (16.364831033455186 48.199268116826886),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32f,3169909,POINT (16.33280740398476 48.18028575125024),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32e,3169910,POINT (16.33311385942733 48.18096004131523),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32d,3169911,POINT (16.326523815386846 48.19103147464736),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32c,3169912,POINT (16.335913721081308 48.21050258945424),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32b,3169913,POINT (16.34163274372016 48.24262740837943),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32a,3169914,POINT (16.34461905740062 48.22568094744223),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-329,3169915,POINT (16.336610303144127 48.275201116021826),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-328,3169916,POINT (16.33426217339548 48.2213246105191),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-327,3169917,POINT (16.36340805759317 48.21287269116008),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-326,3169918,POINT (16.377655108487048 48.17398129714826),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-325,3169919,POINT (16.334915091674244 48.21916091715183),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-324,3169920,POINT (16.33575744230417 48.209743405957454),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-323,3169921,POINT (16.41892511910839 48.23162430403768),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-322,3169922,POINT (16.319416788320435 48.245538176938304),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-321,3169923,POINT (16.32380856511314 48.25076958785935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-320,3169925,POINT (16.335074287881238 48.21385013234943),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31f,3169926,POINT (16.468449276698767 48.19416359089141),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31e,3169927,POINT (16.37137691873963 48.214474493328154),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31d,3169928,POINT (16.361289504562343 48.21684201612749),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31c,3169929,POINT (16.327343690578054 48.21011708513442),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31b,3169930,POINT (16.31026192646526 48.12272650587013),Trinkbrunnen,4,
