cidade;ano;pib;mat1517;veiculos;motos;populacao;pop1519;pop2024;pop2529;pop60p;ibge;jovem;pjovem;pmotos;pmat;rodovia
Cabrália Paulista;2015;;132,57;2135;382;4322;374;404;314;13,86;3508306;1092;25,26608052;17,89227166;3,06732994;16
Cabrália Paulista;2016;;;;;4319;363;402;327;14,29;3508306;1092;25,28363047;;;16
Cabreúva;2010;1412089,25;75,31;16306;3509;41525;3805;3953;3978;8,13;3508405;11736;28,26249247;21,51968601;0,181360626;48
Cabreúva;2011;1908403,42;79,36;18360;3940;42301;3866;3993;4045;8,35;3508405;11904;28,1411787;21,45969499;0,187607858;48
Cabreúva;2012;2426146,12;79,64;20374;4274;43092;3924;4030;4112;8,58;3508405;12066;28,00055695;20,9777167;0,184813887;48
Cabreúva;2013;2665912,27;80,26;22570;4540;43899;3983;4066;4176;8,83;3508405;12225;27,84801476;20,11519716;0,182828766;48
Cabreúva;2014;2875872,88;76,56;24309;4773;44719;4042;4101;4238;9,07;3508405;12381;27,68621839;19,6347032;0,171202397;48
Cabreúva;2015;;72,7;25463;4993;45556;4098;4134;4302;9,32;3508405;12534;27,51339011;19,60884421;0,159583809;48
Cabreúva;2016;;;;;46306;4026;4186;4336;9,6;3508405;12548;27,09800026;;;48
Cachoeira Paulista;2010;307018,88;74,25;9868;2160;30066;2452;2506;2614;12,77;3508603;7572;25,18459389;21,88893393;0,246956695;42
Cachoeira Paulista;2011;343814,56;73,92;10918;2409;30295;2449;2508;2606;13,08;3508603;7563;24,9645156;22,06448067;0,24400066;42
Cachoeira Paulista;2012;394194,56;74,45;11995;2637;30524;2446;2508;2600;13,42;3508603;7554;24,74773948;21,98416007;0,243906434;42
Cachoeira Paulista;2013;458379,36;77,52;12899;2793;30756;2441;2510;2590;13,75;3508603;7541;24,51879308;21,65284131;0,252048381;42
Cachoeira Paulista;2014;505805;77,41;13661;2923;30989;2437;2508;2578;14,09;3508603;7523;24,27635613;21,39667667;0,249798316;42
Cachoeira Paulista;2015;;73,26;14450;3059;31225;2431;2507;2567;14,43;3508603;7505;24,03522818;21,16955017;0,234619696;42
Cachoeira Paulista;2016;;;;;31423;2373;2502;2565;14,88;3508603;7440;23,67692455;;;42
Caconde;2010;183486,78;62,73;6370;891;18537;1624;1431;1307;14,57;3508702;4362;23,53131575;13,98744113;0,338404273;19
Caconde;2011;185892,52;61,35;6986;1007;18566;1646;1460;1323;14,92;3508702;4429;23,85543467;14,41454337;0,330442745;19
Caconde;2012;271269,63;62,31;7640;1111;18596;1665;1490;1339;15,27;3508702;4494;24,16648742;14,54188482;0,335072059;19
Caconde;2013;207006,73;61,63;8177;1192;18626;1687;1519;1353;15,62;3508702;4559;24,47653817;14,5774734;0,330881563;19
Caconde;2014;248030,42;64,42;8684;1291;18655;1702;1548;1368;15,97;3508702;4618;24,75475744;14,866421;0,34532297;19
Caconde;2015;;58,99;9095;1409;18685;1724;1576;1381;16,34;3508702;4681;25,05218089;15,49202859;0,315707787;19
Caconde;2016;;;;;18719;1652;1598;1412;16,72;3508702;4662;24,90517656;;;19
Cafelândia;2010;261963,62;74,33;6242;1109;16600;1369;1356;1351;15,01;3508801;4076;24,55421687;17,76674143;0,447771084;31
Cafelândia;2011;282929,63;64,22;6842;1260;16667;1369;1357;1350;15,27;3508801;4076;24,45551089;18,41566793;0,385312294;31
Cafelândia;2012;290216,2;74,06;7429;1367;16735;1350;1356;1352;15,52;3508801;4058;24,24858082;18,40086149;0,442545563;31
Cafelândia;2013;335201,32;72,01;8050;1459;16802;1341;1360;1352;15,79;3508801;4053;24,12212832;18,1242236;0,428579931;31
Cafelândia;2014;328175;77,04;8571;1551;16871;1332;1368;1352;16,05;3508801;4052;24,0175449;18,0959048;0,456641574;31
Cafelândia;2015;;80,83;9028;1636;16939;1321;1365;1351;16,34;3508801;4037;23,83257571;18,12140009;0,477182833;31
Cafelândia;2016;;;;;17000;1262;1361;1355;16,65;3508801;3978;23,4;;;31
Caiabu;2010;53478,45;76,08;1272;247;4072;353;363;291;15,42;3508900;1007;24,72986248;19,41823899;1,868369352;9
Caiabu;2011;45661,01;75,98;1405;264;4076;347;367;301;15,7;3508900;1015;24,90186457;18,79003559;1,864082434;9
Caiabu;2012;44691,02;80,5;1541;280;4081;339;357;314;16;3508900;1010;24,74883607;18,17001947;1,972555746;9
Caiabu;2013;48385,02;83,85;1649;303;4085;331;360;324;16,33;3508900;1015;24,84700122;18,37477259;2,052631579;9
Caiabu;2014;49003,64;72,87;1712;310;4090;324;354;336;16,6;3508900;1014;24,79217604;18,10747664;1,781662592;9
Caiabu;2015;;70,65;1777;309;4094;317;340;348;16,93;3508900;1005;24,5481192;17,38885763;1,725696141;9
Caiabu;2016;;;;;4095;301;333;352;17,26;3508900;986;24,07814408;;;9
Caieiras;2010;1998876,39;81,74;26491;4003;86389;7581;7751;7738;7,98;3509007;23070;26,7047888;15,11079234;0,094618528;24
Caieiras;2011;2042344,44;81,36;30192;4574;87793;7716;7843;7870;8,31;3509007;23429;26,68663789;15,14970853;0,092672537;24
Caieiras;2012;2427255,46;79,81;34343;5135;89219;7847;7931;7998;8,65;3509007;23776;26,64903216;14,95210086;0,08945404;24
Caieiras;2013;2646902,31;82,03;37756;5510;90669;7978;8017;8128;9;3509007;24123;26,6055653;14,59370696;0,090471936;24
Caieiras;2014;3801889,66;80,41;39701;5772;92142;8107;8100;8253;9,36;3509007;24460;26,54598337;14,53867661;0,087267478;24
Caieiras;2015;;77,07;40889;5980;93639;8234;8181;8379;9,74;3509007;24794;26,47828362;14,62496026;0,08230545;24
Caieiras;2016;;;;;94994;7998;8309;8470;10,16;3509007;24777;26,08269996;;;24
Caiuá;2010;57393,62;60,16;1187;315;5031;415;404;355;13,97;3509106;1174;23,33532101;26,53748947;1,195786126;18
Caiuá;2011;58575,79;59,92;1245;319;5089;428;418;370;14,34;3509106;1216;23,89467479;25,62248996;1,177441541;18
Caiuá;2012;66043,87;59,62;1356;333;5148;443;432;385;14,76;3509106;1260;24,47552448;24,55752212;1,158119658;18
Caiuá;2013;65735,12;58,36;1409;335;5207;452;444;400;15,1;3509106;1296;24,88957173;23,77572747;1,120798925;18
Caiuá;2014;76534,29;48,39;1467;351;5267;471;457;415;15,45;3509106;1343;25,49838618;23,92638037;0,91873932;18
Caiuá;2015;;43,46;1557;357;5329;480;470;431;15,88;3509106;1381;25,91480578;22,92870906;0,815537624;18
Caiuá;2016;;;;;5381;465;484;444;16,15;3509106;1393;25,88738153;;;18
Cajamar;2010;5460802,41;73,22;22450;3275;63989;5816;6306;6404;6,84;3509205;18526;28,9518511;14,58797327;0,114425917;25
Cajamar;2011;6201955,2;73,55;25306;3714;65336;5904;6322;6507;7,08;3509205;18733;28,67178891;14,67636134;0,112571936;25
Cajamar;2012;7056254,08;77,64;28497;4203;66711;5992;6336;6602;7,33;3509205;18930;28,37612987;14,74892094;0,116382606;25
Cajamar;2013;8022351,66;79,56;31448;4629;68115;6078;6348;6698;7,58;3509205;19124;28,07604786;14,71953701;0,116802466;25
Cajamar;2014;9911053,87;82,12;34110;5052;69549;6162;6354;6797;7,84;3509205;19313;27,76891113;14,81090589;0,118075026;25
Cajamar;2015;;75,06;36067;5376;71013;6245;6360;6890;8,11;3509205;19495;27,45271992;14,90559237;0,105698957;25
Cajamar;2016;;;;;72289;6108;6434;6894;8,45;3509205;19436;26,88652492;;;25
Cajati;2010;835391,46;65,39;7293;2410;28379;2683;2243;2239;10,43;3509254;7165;25,2475422;33,04538599;0,230416858;42
Cajati;2011;912664,31;69,24;8348;2804;28403;2735;2292;2201;10,7;3509254;7228;25,44801605;33,58888356;0,243777066;42
Cajati;2012;967638,84;67,91;9427;3146;28429;2786;2342;2164;11;3509254;7292;25,64986457;33,3722287;0,238875796;42
Cajati;2013;923583,2;65,74;10483;3372;28453;2834;2391;2126;11,29;3509254;7351;25,83558851;32,16636459;0,231047693;42
Cajati;2014;1067028,76;63,18;11308;3595;28479;2887;2441;2086;11,57;3509254;7414;26,03321746;31,79165193;0,221847677;42
Cajati;2015;;60,89;11971;3759;28503;2934;2489;2047;11,85;3509254;7470;26,2077676;31,40088547;0,213626636;42
Cajati;2016;;;;;28601;2816;2552;2105;12,16;3509254;7473;26,12845705;;;42
Cajobi;2010;92383,41;63,95;3581;387;9763;842;911;890;14,21;3509304;2643;27,07159685;10,80703714;0,65502407;12
Cajobi;2011;99636,42;65,61;3886;448;9802;813;901;895;14,53;3509304;2609;26,61701694;11,52856408;0,669353193;12
Cajobi;2012;95441,28;63,24;4219;494;9840;785;884;904;14,89;3509304;2573;26,14837398;11,70893577;0,642682927;12
Cajobi;2013;112942,68;60,18;4484;565;9879;758;870;903;15,23;3509304;2531;25,62000202;12,60035682;0,609170969;12
Cajobi;2014;116041,19;65,18;4703;571;9919;730;855;911;15,59;3509304;2496;25,163827;12,14118648;0,657122694;12
Cajobi;2015;;61,71;4904;603;9958;703;841;910;15,97;3509304;2454;24,64350271;12,29608483;0,619702752;12
Cajobi;2016;;;;;9987;694;813;899;16,36;3509304;2406;24,09131871;;;12
Cajuru;2010;306018,76;62,66;9830;1516;23348;2160;2068;1922;12,6;3509403;6150;26,34058592;15,42217701;0,268374165;57
Cajuru;2011;320411,33;66,18;10599;1668;23581;2153;2097;1962;12,77;3509403;6212;26,34324244;15,73733371;0,280649676;57
Cajuru;2012;393033,09;65,41;11312;1764;23817;2141;2124;2000;12,98;3509403;6265;26,30474031;15,59405941;0,274635764;57
Cajuru;2013;435622,46;66,69;12093;1856;24054;2127;2153;2040;13,17;3509403;6320;26,27421635;15,34772182;0,277251185;57
Cajuru;2014;488168,12;67,95;12754;1955;24295;2115;2178;2081;13,36;3509403;6374;26,235851;15,32852438;0,279687178;57
Cajuru;2015;;67,7;13264;2035;24537;2102;2208;2120;13,56;3509403;6430;26,20532257;15,34227986;0,27590985;57
Cajuru;2016;;;;;24758;2027;2192;2147;13,87;3509403;6366;25,71290088;;;57
Campina do Monte Alegre;2010;81101,62;77,74;1444;292;5564;469;468;451;12,78;3509452;1388;24,94608196;20,22160665;1,397196262;15
Campina do Monte Alegre;2011;100750,7;75,09;1598;345;5589;477;468;453;13,01;3509452;1398;25,01341922;21,58948686;1,343531938;15
Campina do Monte Alegre;2012;85658,87;78,23;1741;379;5614;485;466;454;13,31;3509452;1405;25,02671892;21,76909822;1,393480584;15
Campina do Monte Alegre;2013;99829,87;81,33;1932;400;5639;495;464;456;13,65;3509452;1415;25,09310161;20,70393375;1,442276999;15
Campina do Monte Alegre;2014;86183,57;81,76;2099;414;5665;509;461;456;14,03;3509452;1426;25,17210944;19,72367794;1,443248014;15
Campina do Monte Alegre;2015;;80,33;2281;447;5690;506;460;457;14,48;3509452;1423;25,00878735;19,59666813;1,411775044;15
Campina do Monte Alegre;2016;;;;;5714;501;468;456;14,7;3509452;1425;24,93874694;;;15
Campinas;2010;38195022,24;74,64;695852;100324;1079140;81617;96731;103967;12,39;3509502;282315;26,16110977;14,41743359;0,006916619;227
Campinas;2011;44613747,67;72,28;744550;110120;1090000;81704;94979;103694;12,72;3509502;280377;25,72266055;14,7901417;0,006631193;227
Campinas;2012;48438677,48;74,63;788232;115415;1100970;81758;93220;103376;13,06;3509502;278354;25,28261442;14,64226268;0,006778568;227
Campinas;2013;54363857,78;77,56;824987;118632;1112050;81778;91457;103017;13,41;3509502;276252;24,84168877;14,37986296;0,006974507;227
Campinas;2014;57673308,99;78,54;844035;120524;1123241;81766;89691;102617;13,75;3509502;274074;24,40028453;14,27950263;0,006992266;227
Campinas;2015;;72,33;857029;122469;1134546;81719;87925;102180;14,11;3509502;271824;23,95883464;14,28994818;0,006375237;227
Campinas;2016;;;;;1142620;79054;87814;100130;14,55;3509502;266998;23,36717369;;;227
Campo Limpo Paulista;2010;1189439,96;78,8;28403;6107;73981;6512;6681;6801;9,28;3509601;19994;27,02585799;21,50124987;0,106513835;12
Campo Limpo Paulista;2011;1376220,55;79,74;31201;6696;74886;6507;6706;6841;9,66;3509601;20054;26,77937131;21,46085061;0,106481852;12
Campo Limpo Paulista;2012;1416799,96;80,9;34032;7160;75803;6500;6729;6879;10,05;3509601;20108;26,52665462;21,0390221;0,106724008;12
Campo Limpo Paulista;2013;1505365,72;80,8;36532;7504;76729;6490;6749;6914;10,46;3509601;20153;26,26516702;20,54089565;0,105305686;12
Campo Limpo Paulista;2014;1569453,2;82,43;38759;7848;77669;6477;6765;6945;10,88;3509601;20187;25,99106465;20,24820042;0,106129859;12
Campo Limpo Paulista;2015;;78,59;40431;8123;78619;6461;6779;6977;11,32;3509601;20217;25,71515791;20,09101927;0,099963113;12
Campo Limpo Paulista;2016;;;;;79446;6284;6765;6994;11,77;3509601;20043;25,22845707;;;12
Campos do Jordão;2010;681915,97;63,27;22391;5357;47758;4346;4130;4120;9,06;3509700;12596;26,3746388;23,92479121;0,132480422;18
Campos do Jordão;2011;760042,42;64,54;23986;5755;48003;4354;4149;4094;9,35;3509700;12597;26,24210987;23,99316268;0,13444993;18
Campos do Jordão;2012;807970,58;66,43;25475;6027;48249;4358;4165;4065;9,64;3509700;12588;26,08965989;23,65848871;0,13768161;18
Campos do Jordão;2013;920718,33;71,35;27134;6338;48497;4365;4179;4035;9,94;3509700;12579;25,93768687;23,35814845;0,147122502;18
Campos do Jordão;2014;1056051,74;70,07;28861;6704;48746;4366;4191;4003;10,26;3509700;12560;25,76621672;23,22857836;0,143745128;18
Campos do Jordão;2015;;65,05;30143;7002;48997;4366;4202;3969;10,57;3509700;12537;25,58728085;23,22927379;0,13276323;18
Campos do Jordão;2016;;;;;49219;4202;4214;3989;10,99;3509700;12405;25,20368151;;;18
Campos Novos Paulista;2010;78906,39;53,71;1279;295;4536;370;325;364;14,42;3509809;1059;23,34656085;23,06489445;1,184082892;14
Campos Novos Paulista;2011;88853,12;54,74;1377;307;4563;377;334;357;14,75;3509809;1068;23,40565417;22,29484386;1,199649353;14
Campos Novos Paulista;2012;93455,09;53,62;1487;320;4592;386;344;349;15,05;3509809;1079;23,49738676;21,5198386;1,167682927;14
Campos Novos Paulista;2013;106093,96;52,08;1659;362;4620;395;353;342;15,35;3509809;1090;23,59307359;21,82037372;1,127272727;14
Campos Novos Paulista;2014;110286,48;58,87;1826;399;4648;410;362;334;15,66;3509809;1106;23,79518072;21,85104053;1,266566265;14
Campos Novos Paulista;2015;;52,65;1928;433;4677;408;372;327;16,08;3509809;1107;23,6690186;22,45850622;1,125721616;14
Campos Novos Paulista;2016;;;;;4705;406;379;336;16,26;3509809;1121;23,82571732;;;14
Cananéia;2010;430181,14;70,72;1935;584;12227;1102;902;884;12,71;3509908;2888;23,61985769;30,18087855;0,578392083;62
Cananéia;2011;841203,43;67,1;2140;658;12223;1127;928;874;13,05;3509908;2929;23,96302054;30,74766355;0,548965066;62
Cananéia;2012;443179,66;64,97;2496;744;12221;1151;952;862;13,44;3509908;2965;24,26151706;29,80769231;0,53162589;62
Cananéia;2013;450250,91;61,65;2720;793;12217;1175;977;851;13,8;3509908;3003;24,58050258;29,15441176;0,504624703;62
Cananéia;2014;406389,54;68,69;2940;866;12215;1197;1003;840;14,16;3509908;3040;24,88743348;29,45578231;0,562341384;62
Cananéia;2015;;65,63;3174;945;12211;1223;1027;827;14,55;3509908;3077;25,19859143;29,7731569;0,537466219;62
Cananéia;2016;;;;;12236;1161;1056;855;14,92;3509908;3072;25,10624387;;;62
Canas;2010;28773,6;61,09;904;198;4378;397;398;387;9,02;3509957;1182;26,99862951;21,90265487;1,395386021;14
Canas;2011;68197,61;59,67;1045;240;4447;403;403;394;9,26;3509957;1200;26,98448392;22,96650718;1,341803463;14
Canas;2012;84172,43;59,52;1178;259;4517;419;407;401;9,59;3509957;1227;27,16404693;21,98641766;1,317688731;14
Canas;2013;100020,37;58,96;1323;276;4588;419;413;410;9,85;3509957;1242;27,07061901;20,861678;1,285091543;14
Canas;2014;111576,15;49,02;1468;304;4660;425;416;415;10,24;3509957;1256;26,9527897;20,70844687;1,05193133;14
Canas;2015;;62,35;1582;314;4733;428;421;423;10,54;3509957;1272;26,87513205;19,8482933;1,317346292;14
Canas;2016;;;;;4797;420;425;433;10,82;3509957;1278;26,64165103;;;14
Cândido Mota;2010;466157,7;74,18;12868;2823;29879;2468;2624;2315;14,1;3510005;7407;24,78998628;21,93814113;0,248268014;53
Cândido Mota;2011;521531,3;70,58;13930;3108;29896;2438;2577;2359;14,45;3510005;7374;24,66550709;22,31155779;0,236085095;53
Cândido Mota;2012;602029,05;81,49;15201;3393;29913;2408;2531;2403;14,83;3510005;7342;24,54451242;22,32089994;0,272423361;53
Cândido Mota;2013;689602,4;80,37;16168;3592;29931;2378;2485;2447;15,2;3510005;7310;24,4228392;22,21672439;0,26851759;53
Cândido Mota;2014;713504,82;79,04;17009;3773;29948;2346;2437;2485;15,57;3510005;7268;24,26873247;22,18237404;0,263924135;53
Cândido Mota;2015;;75,06;17732;3900;29965;2314;2390;2532;15,95;3510005;7236;24,14817287;21,9941349;0,250492241;53
Cândido Mota;2016;;;;;29976;2216;2364;2486;16,42;3510005;7066;23,57219109;;;53
Cândido Rodrigues;2010;51284,66;83,33;1255;186;2668;193;244;191;19,6;3510104;628;23,53823088;14,82071713;3,123313343;8
Cândido Rodrigues;2011;51569,44;73,79;1346;201;2669;184;239;200;19,71;3510104;623;23,34207568;14,93313522;2,764705882;8
Cândido Rodrigues;2012;56918,93;68,32;1423;206;2670;178;227;210;19,78;3510104;615;23,03370787;14,47645819;2,558801498;8
Cândido Rodrigues;2013;63684,16;71,13;1531;217;2673;169;212;221;20,05;3510104;602;22,52151141;14,17374265;2,661054994;8
Cândido Rodrigues;2014;69978,37;90,43;1623;235;2674;161;201;237;20,19;3510104;599;22,40089753;14,47935921;3,381824981;8
Cândido Rodrigues;2015;;77,78;1664;242;2675;154;191;240;20,45;3510104;585;21,86915888;14,54326923;2,907663551;8
Cândido Rodrigues;2016;;;;;2675;155;183;232;20,82;3510104;570;21,30841121;;;8
Canitar;2010;107004,04;52,84;949;128;4361;372;356;394;9,26;3510153;1122;25,72804403;13,48788198;1,211648704;9
Canitar;2011;117280,07;55,6;1057;156;4421;390;363;391;9,5;3510153;1144;25,87649853;14,75875118;1,257634019;9
Canitar;2012;97785,49;57,14;1182;164;4483;408;371;388;9,7;3510153;1167;26,03167522;13,87478849;1,274592907;9
Canitar;2013;105077,5;68,06;1349;179;4546;428;379;385;9,92;3510153;1192;26,2208535;13,26908821;1,497140343;9
Canitar;2014;113107,77;68,12;1547;206;4610;447;386;382;10,13;3510153;1215;26,35574837;13,31609567;1,477657267;9
Canitar;2015;;66,9;1616;217;4674;467;393;378;10,38;3510153;1238;26,48694908;13,42821782;1,431322208;9
Canitar;2016;;;;;4736;478;411;385;10,52;3510153;1274;26,90033784;;;9
Capão Bonito;2010;505845,7;69,05;14971;4414;46183;4245;3788;3671;11,57;3510203;11704;25,34265855;29,48366843;0,14951389;120
Capão Bonito;2011;546200,02;72,69;16419;4887;46173;4260;3828;3639;11,87;3510203;11727;25,39795985;29,76429746;0,157429667;120
Capão Bonito;2012;532182,72;75,2;18039;5338;46163;4275;3864;3603;12,17;3510203;11742;25,4359552;29,59144077;0,162901025;120
Capão Bonito;2013;618082,82;73,95;19512;5690;46153;4286;3901;3569;12,48;3510203;11756;25,47180032;29,16154162;0,160227938;120
Capão Bonito;2014;712263,98;70,62;20900;6105;46143;4299;3936;3533;12,79;3510203;11768;25,50332662;29,21052632;0,153045966;120
Capão Bonito;2015;;62,11;22063;6443;46133;4310;3970;3496;13,09;3510203;11776;25,526196;29,20273762;0,134632476;120
Capão Bonito;2016;;;;;46190;4168;3999;3546;13,45;3510203;11713;25,35830266;;;120
Capela do Alto;2010;146815,85;63,75;6585;1817;17502;1591;1588;1464;10,48;3510302;4643;26,52839675;27,59301443;0,364244086;46
Capela do Alto;2011;169125,29;56,91;7247;2023;17793;1625;1618;1516;10,68;3510302;4759;26,74647333;27,91499931;0,319844883;46
Capela do Alto;2012;174376,1;58,89;8013;2193;18089;1661;1650;1569;10,89;3510302;4880;26,97772127;27,36802696;0,325556968;46
Capela do Alto;2013;234803,56;60,61;8777;2333;18390;1697;1678;1623;11,1;3510302;4998;27,17781403;26,58083628;0,329581294;46
Capela do Alto;2014;248260,14;62,52;9469;2471;18696;1727;1707;1679;11,32;3510302;5113;27,34809585;26,09568064;0,334403081;46
Capela do Alto;2015;;61,66;10154;2690;19006;1763;1736;1735;11,55;3510302;5234;27,538672;26,49202285;0,324423866;46
Capela do Alto;2016;;;;;19304;1729;1768;1765;11,78;3510302;5262;27,25859925;;;46
Capivari;2010;1107156,8;64,35;24642;4638;48512;4222;4459;4347;10,67;3510401;13028;26,85521108;18,82152423;0,132647592;54
Capivari;2011;1318009,41;65,51;26502;5096;49086;4202;4458;4414;10,9;3510401;13074;26,63488571;19,22873745;0,133459642;54
Capivari;2012;1444353,59;66,99;28426;5449;49665;4183;4449;4479;11,14;3510401;13111;26,39887245;19,16907057;0,134883721;54
Capivari;2013;1545321,48;65,91;30177;5795;50252;4161;4441;4546;11,38;3510401;13148;26,16413277;19,2033668;0,131158959;54
Capivari;2014;1639873,08;63,54;31473;6099;50847;4138;4433;4621;11,62;3510401;13192;25,94450017;19,37851492;0,124963125;54
Capivari;2015;;61,61;32520;6389;51447;4114;4424;4683;11,87;3510401;13221;25,69829145;19,64637146;0,11975431;54
Capivari;2016;;;;;51993;4035;4399;4677;12,21;3510401;13111;25,21685612;;;54
Caraguatatuba;2010;1609177,48;74,01;37103;11457;100634;8443;8353;8605;11,21;3510500;25401;25,24097224;30,87890467;0,073543733;56
Caraguatatuba;2011;1830143,28;73,23;42271;12829;102254;8639;8525;8714;11,5;3510500;25878;25,30756743;30,34941213;0,07161578;56
Caraguatatuba;2012;2199999,05;76,96;46841;14003;103900;8835;8701;8824;11,81;3510500;26360;25,3705486;29,89475033;0,074071222;56
Caraguatatuba;2013;2504935,22;79,9;51002;15049;105571;9037;8875;8932;12,11;3510500;26844;25,42743746;29,50668601;0,075683663;56
Caraguatatuba;2014;2885242,92;79,2;54747;15982;107271;9236;9051;9038;12,42;3510500;27325;25,47286778;29,19246717;0,073831697;56
Caraguatatuba;2015;;74,79;57851;16743;108998;9442;9229;9145;12,73;3510500;27816;25,51973431;28,94159133;0,068615938;56
Caraguatatuba;2016;;;;;110384;9211;9385;9281;13,05;3510500;27877;25,25456588;;;56
Carapicuíba;2010;3000084,76;74,65;124907;24934;369368;31453;34496;36524;8,04;3510609;102473;27,7427931;19,96205177;0,020210197;9
Carapicuíba;2011;3420202,22;72,94;139736;28293;372099;31592;33605;35795;8,48;3510609;100992;27,14116405;20,24746665;0,01960231;9
Carapicuíba;2012;3772659,5;72,81;152353;30500;374850;31712;32715;35056;8,93;3510609;99483;26,53941577;20,01929729;0,01942377;9
Carapicuíba;2013;4401711,95;73,93;163806;32748;377622;31811;31827;34315;9,41;3510609;97953;25,93943149;19,99194169;0,019577779;9
Carapicuíba;2014;4719835,34;74,97;170973;34260;380414;31889;30942;33566;9,9;3510609;96397;25,34002429;20,03825165;0,019707477;9
Carapicuíba;2015;;72,78;176988;35742;383226;31945;30063;32812;10,41;3510609;94820;24,7425801;20,19458946;0,018991405;9
Carapicuíba;2016;;;;;385474;31111;30242;31987;10,88;3510609;93340;24,2143439;;;9
Cardoso;2010;118512,6;73,56;4353;735;11803;903;934;881;16,87;3510708;2718;23,02804372;16,88490696;0,623231382;30
Cardoso;2011;125942,31;74,19;4790;842;11796;891;932;887;17,28;3510708;2710;22,97388945;17,5782881;0,628942014;30
Cardoso;2012;167427,57;68,2;5245;945;11789;882;916;894;17,69;3510708;2692;22,83484604;18,0171592;0,578505386;30
Cardoso;2013;151615,61;69,26;5731;1010;11782;870;903;900;18,12;3510708;2673;22,68714989;17,6234514;0,587845867;30
Cardoso;2014;178702,61;64,82;6117;1098;11775;857;895;913;18,56;3510708;2665;22,63269639;17,94997548;0,550488323;30
Cardoso;2015;;57,83;6420;1154;11768;846;885;911;19,03;3510708;2642;22,4507138;17,97507788;0,491417403;30
Cardoso;2016;;;;;11759;820;874;911;19,47;3510708;2605;22,15324432;;;30
Casa Branca;2010;430282,88;71,81;12313;3139;28294;2211;2455;2694;14,03;3510807;7360;26,01258217;25,49338098;0,253799392;93
Casa Branca;2011;493623,57;71,24;13327;3486;28415;2204;2471;2656;14,3;3510807;7331;25,79975365;26,15742478;0,250712652;93
Casa Branca;2012;483338,46;74,28;14386;3792;28535;2197;2487;2621;14,57;3510807;7305;25,60014018;26,3589601;0,260311898;93
Casa Branca;2013;509276,03;78,1;15267;3949;28657;2189;2502;2583;14,85;3510807;7274;25,38297798;25,86624746;0,272533761;93
Casa Branca;2014;564623,99;76,5;16127;4184;28779;2180;2516;2545;15,12;3510807;7241;25,16070746;25,94406895;0,265818826;93
Casa Branca;2015;;75,24;16839;4354;28903;2170;2529;2507;15,4;3510807;7206;24,93166799;25,85664232;0,260318998;93
Casa Branca;2016;;;;;29013;2099;2524;2524;15,74;3510807;7147;24,63378486;;;93
Cássia dos Coqueiros;2010;59546,01;74;905;107;2636;244;181;204;15,17;3510906;629;23,86191199;11,82320442;2,807283763;7
Cássia dos Coqueiros;2011;65697,3;60,54;966;116;2620;241;190;196;15,69;3510906;627;23,93129771;12,00828157;2,310687023;7
Cássia dos Coqueiros;2012;79930,83;61,38;1077;126;2602;239;199;188;16,1;3510906;626;24,0584166;11,69916435;2,35895465;7
Cássia dos Coqueiros;2013;85004,66;72,59;1129;129;2586;225;210;181;16,59;3510906;616;23,82057231;11,42604074;2,807037896;7
Cássia dos Coqueiros;2014;96098,6;81,6;1202;142;2569;213;226;172;17,13;3510906;611;23,78357337;11,81364393;3,176333204;7
Cássia dos Coqueiros;2015;;87,5;1274;151;2553;206;228;165;17,74;3510906;599;23,46259303;11,85243328;3,427340384;7
Cássia dos Coqueiros;2016;;;;;2542;200;226;174;18,21;3510906;600;23,60346184;;;7
Castilho;2010;327576,88;61,91;5176;1286;17975;1541;1464;1330;12,87;3511003;4335;24,11682893;24,84544049;0,344422809;47
Castilho;2011;395714,04;61,79;5818;1465;18254;1560;1511;1387;13,11;3511003;4458;24,42204448;25,18047439;0,33850115;47
Castilho;2012;424375,5;62,34;6432;1631;18537;1578;1557;1443;13,37;3511003;4578;24,69655284;25,35758706;0,336300372;47
Castilho;2013;432233,85;58,46;6988;1745;18824;1600;1605;1502;13,63;3511003;4707;25,00531237;24,97137951;0,310560986;47
Castilho;2014;455578,63;54,67;7571;1907;19116;1620;1648;1563;13,88;3511003;4831;25,27202344;25,1882182;0,285990793;47
Castilho;2015;;58,43;8035;2063;19412;1637;1702;1625;14,16;3511003;4964;25,57181125;25,67517113;0,300999382;47
Castilho;2016;;;;;19668;1577;1716;1669;14,47;3511003;4962;25,22879805;;;47
Catanduva;2010;2444101,99;81,89;80061;23770;112760;8570;9371;9850;15,12;3511102;27791;24,64615112;29,68986148;0,072623271;56
Catanduva;2011;2873464,27;84,36;85361;25590;113261;8436;9255;9807;15,42;3511102;27498;24,27843653;29,97856164;0,074482832;56
Catanduva;2012;3148658,89;88,03;90279;26907;113764;8302;9136;9757;15,72;3511102;27195;23,90475018;29,80427342;0,077379487;56
Catanduva;2013;3406023,8;91,66;94571;28076;114270;8167;9016;9707;16,03;3511102;26890;23,53198565;29,68774783;0,080213529;56
Catanduva;2014;3577634,55;84,65;97901;29201;114778;8031;8894;9653;16,34;3511102;26578;23,15600551;29,8270702;0,073751067;56
Catanduva;2015;;83,65;99963;29897;115288;7895;8771;9596;16,66;3511102;26262;22,77947401;29,90806598;0,072557421;56
Catanduva;2016;;;;;115669;7583;8631;9474;17,06;3511102;25688;22,20819753;;;56
