cidade;ano;pib;mat1517;veiculos;motos;populacao;pop1519;pop2024;pop2529;pop60p;ibge;jovem;pjovem;pmotos;pmat;rodovia
Anhembi;2011;89129,77;60;1505;163;5745;504;439;439;12,2;3502309;1382;24,05570061;10,83056478;1,044386423;63
Anhembi;2012;102812,59;67,08;1662;192;5849;530;463;446;12,41;3502309;1439;24,60249615;11,55234657;1,146862712;63
Anhembi;2013;106485,67;72,51;1820;211;5954;546;489;454;12,63;3502309;1489;25,00839772;11,59340659;1,217836748;63
Anhembi;2014;109854,97;67,76;1946;214;6063;559;516;461;12,85;3502309;1536;25,33399307;10,99691675;1,117598549;63
Anhembi;2015;;60,88;1994;204;6172;571;544;468;13,11;3502309;1583;25,64808814;10,23069208;0,986390149;63
Anhembi;2016;;;;;6269;569;559;491;13,37;3502309;1619;25,82549051;;;63
Anhumas;2010;40677,72;65,97;1134;207;3735;318;317;285;13,87;3502408;920;24,63186078;18,25396825;1,76626506;4
Anhumas;2011;36844,67;69,23;1258;236;3758;327;318;292;14,13;3502408;937;24,93347525;18,75993641;1,8422033;4
Anhumas;2012;53032,59;66,17;1358;257;3783;334;320;300;14,38;3502408;954;25,21808089;18,92488954;1,749140893;4
Anhumas;2013;70036,31;60,1;1510;287;3808;334;322;308;14,65;3502408;964;25,31512605;19,00662252;1,578256303;4
Anhumas;2014;62893,99;59,8;1663;304;3831;332;323;315;15,01;3502408;970;25,31975985;18,28021648;1,560950144;4
Anhumas;2015;;56,7;1768;323;3856;330;324;323;15,3;3502408;977;25,33713693;18,26923077;1,470435685;4
Anhumas;2016;;;;;3877;319;333;324;15,63;3502408;976;25,17410369;;;4
Aparecida;2010;496062,2;67,48;15961;3346;35006;3040;3134;3066;12,25;3502507;9240;26,39547506;20,96359877;0,192766954;22
Aparecida;2011;591020,98;71,09;16999;3598;35077;2951;3098;3055;12,62;3502507;9104;25,95432905;21,16595094;0,202668415;22
Aparecida;2012;667000,69;71,6;18026;3818;35148;2863;3053;3044;12,99;3502507;8960;25,49220439;21,18051703;0,203710026;22
Aparecida;2013;760688,65;71,5;19048;4008;35219;2777;3015;3032;13,36;3502507;8824;25,054658;21,04157917;0,203015418;22
Aparecida;2014;875331,68;74,92;19949;4186;35292;2692;2974;3019;13,76;3502507;8685;24,60897654;20,98350795;0,21228607;22
Aparecida;2015;;70,22;20551;4288;35363;2608;2931;3004;14,15;3502507;8543;24,15801827;20,86516471;0,198569126;22
Aparecida;2016;;;;;35432;2533;2849;2975;14,68;3502507;8357;23,58602393;;;22
Aparecida d'Oeste;2010;54977,35;62,62;2124;435;4454;338;309;249;18,9;3502606;896;20,11674899;20,48022599;1,405927256;14
Aparecida d'Oeste;2011;60221,17;64,71;2241;452;4419;336;310;257;19,42;3502606;903;20,43448744;20,16956716;1,464358452;14
Aparecida d'Oeste;2012;60869,28;68,32;2419;477;4385;336;313;265;20,05;3502606;914;20,84378563;19,7188921;1,558038769;14
Aparecida d'Oeste;2013;64319,72;70,85;2587;495;4350;335;316;273;20,64;3502606;924;21,24137931;19,1341322;1,628735632;14
Aparecida d'Oeste;2014;80375,19;72,96;2738;528;4317;330;316;280;21,29;3502606;926;21,45008107;19,28414901;1,690062543;14
Aparecida d'Oeste;2015;;72,16;2866;565;4283;328;317;288;21,97;3502606;933;21,7837964;19,71388695;1,684800374;14
Aparecida d'Oeste;2016;;;;;4253;311;316;290;22,36;3502606;917;21,56125088;;;14
Apiaí;2010;423372,76;66,79;6130;1829;25207;2491;1905;1951;11,09;3502705;6347;25,17951363;29,83686786;0,264966081;109
Apiaí;2011;462392,95;69,59;6854;2116;25106;2515;1977;1899;11,44;3502705;6391;25,45606628;30,87248322;0,277184737;109
Apiaí;2012;489004,35;68,74;7462;2323;25004;2535;2048;1846;11,79;3502705;6429;25,7118861;31,13106406;0,274916013;109
Apiaí;2013;654322,66;71,98;8292;2512;24903;2556;2122;1793;12,14;3502705;6471;25,98482111;30,29425953;0,289041481;109
Apiaí;2014;767823,31;73,71;8829;2685;24803;2571;2197;1742;12,49;3502705;6510;26,24682498;30,41114509;0,297181793;109
Apiaí;2015;;71,68;9405;2830;24703;2587;2272;1690;12,84;3502705;6549;26,51095009;30,09037746;0,290167186;109
Apiaí;2016;;;;;24695;2453;2308;1769;13,27;3502705;6530;26,44259972;;;109
Aramina;2010;73151,84;52,14;1807;147;5149;435;450;433;14,43;3503000;1318;25,59720334;8,135030437;1,01262381;30
Aramina;2011;82832,76;48,61;1934;157;5186;427;458;439;14,69;3503000;1324;25,53027381;8,117890383;0,937331277;30
Aramina;2012;94376,65;52,82;2034;183;5225;423;451;446;14,97;3503000;1320;25,26315789;8,997050147;1,010909091;30
Aramina;2013;115468,32;54,73;2200;206;5262;415;449;450;15,24;3503000;1314;24,97149373;9,363636364;1,040098822;30
Aramina;2014;104852,68;57,98;2342;205;5301;407;446;466;15,58;3503000;1319;24,88209772;8,753202391;1,093755895;30
Aramina;2015;;63,36;2477;217;5340;400;445;462;15,88;3503000;1307;24,47565543;8,760597497;1,186516854;30
Aramina;2016;;;;;5371;384;437;471;16,24;3503000;1292;24,05511078;;;30
Arandu;2010;69890,44;52,88;1437;316;6123;596;506;464;12,23;3503109;1566;25,57569819;21,99025748;0,86362894;13
Arandu;2011;71285,53;56,99;1617;358;6126;600;518;467;12,62;3503109;1585;25,8733268;22,139765;0,930297094;13
Arandu;2012;66454;67,71;1800;394;6129;586;533;471;13,04;3503109;1590;25,9422418;21,88888889;1,10474792;13
Arandu;2013;71378,05;64,14;1945;411;6132;577;546;474;13,45;3503109;1597;26,04370515;21,1311054;1,045988258;13
Arandu;2014;81609,47;61,65;2091;423;6135;575;559;476;13,9;3503109;1610;26,24286879;20,22955524;1,004889976;13
Arandu;2015;;56,33;2244;464;6138;568;571;479;14,39;3503109;1618;26,36037797;20,67736185;0,917725644;13
Arandu;2016;;;;;6144;537;573;492;14,83;3503109;1602;26,07421875;;;13
Arapeí;2010;22642,91;61,48;689;128;2494;221;196;175;14,15;3503158;592;23,73696872;18,57764877;2,465116279;13
Arapeí;2011;20751,85;58,52;711;128;2489;223;198;177;14,38;3503158;598;24,02571314;18,00281294;2,351145038;13
Arapeí;2012;23909,53;64,71;747;133;2485;225;201;178;14,61;3503158;604;24,30583501;17,80455154;2,604024145;13
Arapeí;2013;22581,13;69,85;810;147;2481;225;203;181;14,87;3503158;609;24,54655381;18,14814815;2,815397017;13
Arapeí;2014;23587,87;75,57;887;167;2477;221;207;182;15,14;3503158;610;24,62656439;18,82750846;3,050867985;13
Arapeí;2015;;78,13;946;181;2472;214;209;184;15,41;3503158;607;24,55501618;19,13319239;3,160598706;13
Arapeí;2016;;;;;2471;206;211;187;15,74;3503158;604;24,44354512;;;13
Araraquara;2010;5474437,46;82,93;126931;32321;208429;15856;18399;18913;13,95;3503208;53168;25,5089263;25,46344077;0,039788129;129
Araraquara;2011;6116560,09;85,93;136927;34200;210622;15719;18229;19071;14,24;3503208;53019;25,17258406;24,97681246;0,040798207;129
Araraquara;2012;6928528,34;84,85;147844;35994;212839;15580;18056;19224;14,55;3503208;52860;24,83567391;24,3459322;0,039865814;129
Araraquara;2013;7531613,78;86,63;155861;37355;215080;15435;17877;19370;14,85;3503208;52682;24,49414171;23,96686791;0,040278036;129
Araraquara;2014;7975226,52;86,88;162981;38659;217343;15287;17694;19510;15,16;3503208;52491;24,1512264;23,71994282;0,039973682;129
Araraquara;2015;;82,08;167855;39729;219631;15134;17507;19645;15,48;3503208;52286;23,80629328;23,66864258;0,037371774;129
Araraquara;2016;;;;;221205;14627;17276;19380;15,9;3503208;51283;23,18347234;;;129
Araras;2010;3211625,07;76,36;71236;20879;118713;9698;10626;10897;12,5;3503307;31221;26,29956281;29,30961873;0,0643232;63
Araras;2011;3671007,9;78,16;76176;22511;119980;9623;10574;10994;12,82;3503307;31191;25,99683281;29,55130225;0,065144191;63
Araras;2012;4037143,49;78,77;80770;23891;121260;9545;10519;11087;13,14;3503307;31151;25,68942768;29,57905163;0,064959591;63
Araras;2013;4211377,37;77,84;85293;25044;122554;9464;10460;11175;13,46;3503307;31099;25,37575273;29,36231578;0,063514859;63
Araras;2014;4431291,08;77,85;89207;26248;123863;9379;10396;11260;13,79;3503307;31035;25,05590854;29,42369993;0,062851699;63
Araras;2015;;75,07;92277;27233;125185;9291;10330;11340;14,13;3503307;30961;24,73219635;29,51222948;0,059967248;63
Araras;2016;;;;;126338;8954;10238;11278;14,58;3503307;30470;24,11784261;;;63
Araçariguama;2010;1056801,23;55,69;5642;1044;17019;1571;1645;1526;7,89;3502754;4742;27,86297667;18,50407657;0,327222516;25
Araçariguama;2011;1197477,08;55,31;6506;1180;17423;1608;1669;1582;8,06;3502754;4859;27,88842335;18,13710421;0,31745394;25
Araçariguama;2012;1308235,99;60,69;7323;1318;17837;1646;1684;1640;8,24;3502754;4970;27,86342995;17,99808822;0,3402478;25
Araçariguama;2013;1373829,41;58,57;8039;1418;18261;1683;1704;1698;8,41;3502754;5085;27,84622967;17,63900983;0,320738185;25
Araçariguama;2014;1494019,57;60,45;8724;1564;18694;1721;1723;1763;8,62;3502754;5207;27,85385685;17,92755617;0,323365786;25
Araçariguama;2015;;57,98;9136;1656;19138;1760;1742;1821;8,81;3502754;5323;27,81377364;18,12609457;0,302957467;25
Araçariguama;2016;;;;;19493;1733;1770;1834;9,11;3502754;5337;27,37905915;;;25
Araçatuba;2010;4132001,18;78,68;123041;46621;181473;13407;14575;15317;14,11;3502804;43299;23,85974773;37,89062183;0,043356312;69
Araçatuba;2011;4610651,45;80,74;132141;49667;182474;13359;14412;15240;14,49;3502804;43011;23,5710293;37,58636608;0,0442474;69
Araçatuba;2012;5423054,63;80,65;140520;52347;183480;13306;14247;15164;14,87;3502804;42717;23,28155657;37,25234842;0,043955744;69
Araçatuba;2013;6094591,33;81,91;147873;54363;184491;13248;14078;15078;15,26;3502804;42404;22,98431902;36,76330365;0,04439783;69
Araçatuba;2014;6622807,75;83,16;154121;55992;185509;13187;13906;14989;15,65;3502804;42082;22,68461368;36,32989664;0,044828014;69
Araçatuba;2015;;80,26;159204;57507;186533;13123;13731;14896;16,05;3502804;41750;22,38209861;36,12157986;0,043027239;69
Araçatuba;2016;;;;;187313;12613;13676;14727;16,53;3502804;41016;21,89703865;;;69
Araçoiaba da Serra;2010;315642,52;67,7;12411;3201;27226;2277;2136;2119;12,79;3502903;6532;23,99177257;25,79163645;0,24865937;34
Araçoiaba da Serra;2011;371409,5;69,3;13701;3571;27742;2338;2215;2175;13,07;3502903;6728;24,25203662;26,06379096;0,249801745;34
Araçoiaba da Serra;2012;414177,69;73,77;15089;3916;28268;2406;2296;2232;13,36;3502903;6934;24,52950333;25,95268076;0,260966464;34
Araçoiaba da Serra;2013;468026,05;73,42;16375;4133;28804;2473;2379;2290;13,65;3502903;7142;24,79516734;25,23969466;0,254895153;34
Araçoiaba da Serra;2014;508943,59;71,29;17411;4266;29351;2533;2464;2348;13,93;3502903;7345;25,02470103;24,50175177;0,242887806;34
Araçoiaba da Serra;2015;;68,26;18236;4336;29907;2602;2550;2406;14,23;3502903;7558;25,27167553;23,77714411;0,22824088;34
Araçoiaba da Serra;2016;;;;;30388;2510;2606;2486;14,52;3502903;7602;25,01645386;;;34
Arco-Íris;2010;29668,04;71,72;540;114;1927;165;145;143;17,59;3503356;453;23,50804359;21,11111111;3,721847431;
Arco-Íris;2011;31436,31;52,58;589;133;1913;162;146;141;17,88;3503356;449;23,47098798;22,58064516;2,748562467;
Arco-Íris;2012;35517,05;54,35;668;153;1898;156;148;139;18,23;3503356;443;23,34035827;22,90419162;2,863540569;
Arco-Íris;2013;32972,2;47,62;730;169;1884;143;156;136;18,58;3503356;435;23,08917197;23,15068493;2,527600849;
Arco-Íris;2014;34658,8;52,56;783;177;1871;137;154;134;18,97;3503356;425;22,7151256;22,60536398;2,809192945;
Arco-Íris;2015;;70,67;824;192;1857;131;153;132;19,33;3503356;416;22,40172321;23,30097087;3,805600431;
Arco-Íris;2016;;;;;1849;124;152;134;19,9;3503356;410;22,17414819;;;
Arealva;2010;124566,46;74,65;2580;583;7836;596;579;542;18,59;3503406;1717;21,91168964;22,59689922;0,952654416;31
Arealva;2011;120660,68;78,24;2822;666;7874;605;587;554;18,82;3503406;1746;22,17424435;23,60028349;0,993649987;31
Arealva;2012;129932,08;63,64;3131;718;7912;607;596;567;19,06;3503406;1770;22,3710819;22,93197062;0,804347826;31
Arealva;2013;139485,84;71,63;3349;741;7950;600;616;581;19,28;3503406;1797;22,60377358;22,12600776;0,901006289;31
Arealva;2014;136500,43;67,23;3642;808;7988;600;619;594;19,57;3503406;1813;22,69654482;22,1856123;0,841637456;31
Arealva;2015;;62,04;3813;819;8027;601;623;607;19,81;3503406;1831;22,81051451;21,47915028;0,772891491;31
Arealva;2016;;;;;8060;584;630;614;20,15;3503406;1828;22,67990074;;;31
Areias;2010;23168,75;68,98;853;172;3695;349;283;263;12,15;3503505;895;24,22192152;20,16412661;1,866847091;26
Areias;2011;25370,02;76,74;919;185;3706;350;293;265;12,3;3503505;908;24,5008095;20,13057671;2,070696168;26
Areias;2012;29683,46;65,28;1029;201;3719;355;306;268;12,32;3503505;929;24,97983329;19,5335277;1,755310567;26
Areias;2013;34898,76;61,64;1109;208;3730;361;316;268;12,47;3503505;945;25,33512064;18,75563571;1,652546917;26
Areias;2014;36389,49;64,98;1220;231;3743;362;327;271;12,58;3503505;960;25,64787604;18,93442623;1,736040609;26
Areias;2015;;69,19;1310;252;3754;356;339;273;12,79;3503505;968;25,78582845;19,23664122;1,843100693;26
Areias;2016;;;;;3772;353;341;284;13,1;3503505;978;25,92788971;;;26
Areiópolis;2010;70979,81;67,36;3262;400;10577;982;1100;939;8,58;3503604;3021;28,56197409;12,2624157;0,63685355;12
Areiópolis;2011;81176,36;59,97;3584;440;10599;976;1061;958;8,85;3503604;2995;28,25738277;12,27678571;0,565808095;12
Areiópolis;2012;103648,51;63,37;3769;474;10619;969;1027;977;9,12;3503604;2973;27,99698653;12,57628018;0,596760524;12
Areiópolis;2013;112669,94;61,08;4038;502;10641;961;992;995;9,41;3503604;2948;27,70416314;12,43189698;0,574006202;12
Areiópolis;2014;111845,62;60,49;4231;513;10662;955;958;1013;9,72;3503604;2926;27,44325642;12,12479319;0,567341962;12
Areiópolis;2015;;49,03;4401;540;10684;945;923;1031;10,03;3503604;2899;27,1340322;12,26993865;0,45891052;12
Areiópolis;2016;;;;;10719;928;922;996;10,4;3503604;2846;26,55098423;;;12
Ariranha;2010;439155,48;74,46;3976;457;8537;636;801;769;13,26;3503703;2206;25,84045918;11,49396378;0,87220335;5
Ariranha;2011;489098,91;72,87;4273;516;8619;644;777;791;13,44;3503703;2212;25,66423019;12,07582495;0,84545771;5
Ariranha;2012;529137,11;73,37;4634;582;8701;652;752;808;13,67;3503703;2212;25,42236525;12,55934398;0,84323641;5
Ariranha;2013;472465,87;58,61;4981;630;8785;660;728;823;13,89;3503703;2211;25,16789983;12,64806264;0,667159932;5
Ariranha;2014;462201,72;59,24;5232;671;8868;666;703;842;14,14;3503703;2211;24,932341;12,82492355;0,668019847;5
Ariranha;2015;;61,85;5391;719;8953;674;681;851;14,39;3503703;2206;24,63978555;13,33704322;0,690829889;5
Ariranha;2016;;;;;9025;657;687;833;14,63;3503703;2177;24,12188366;;;5
Artur Nogueira;2010;572380,24;59,8;23353;6010;44071;3694;4139;4301;9,93;3503802;12134;27,53284473;25,73545155;0,135690136;21
Artur Nogueira;2011;662126,5;64,35;25523;6600;44997;3770;4152;4380;10,17;3503802;12302;27,33960042;25,85902911;0,143009534;21
Artur Nogueira;2012;713653,41;63,05;27456;7029;45942;3848;4161;4449;10,42;3503802;12458;27,11679944;25,60096154;0,137238257;21
Artur Nogueira;2013;799657,51;62,54;29244;7486;46907;3926;4170;4525;10,66;3503802;12621;26,90643188;25,59841335;0,133327648;21
Artur Nogueira;2014;961765,01;62,49;31135;7950;47893;4005;4179;4600;10,91;3503802;12784;26,69283611;25,53396499;0,130478358;21
Artur Nogueira;2015;;63,38;32635;8189;48899;4083;4184;4673;11,16;3503802;12940;26,46270885;25,0926919;0,129614103;21
Artur Nogueira;2016;;;;;49620;4001;4235;4656;11,49;3503802;12892;25,98145909;;;21
Arujá;2010;1988477,33;81,19;36707;5131;74758;6704;6557;6685;8,28;3503901;19946;26,68075657;13,97826028;0,108603761;25
Arujá;2011;2158894,59;82,98;40459;5544;76234;6859;6711;6789;8,6;3503901;20359;26,70593174;13,70276082;0,10884907;25
Arujá;2012;2354346,51;82,48;43859;5953;77740;7016;6864;6890;8,93;3503901;20770;26,71726267;13,57304088;0,106097247;25
Arujá;2013;2889793,59;85,88;47100;6203;79275;7170;7016;6990;9,27;3503901;21176;26,71207821;13,16985138;0,108331757;25
Arujá;2014;3759210,48;87,59;49957;6366;80841;7321;7168;7088;9,63;3503901;21577;26,69066439;12,74295894;0,108348487;25
Arujá;2015;;84,95;51549;6582;82437;7476;7318;7185;10;3503901;21979;26,66157187;12,76843392;0,103048388;25
Arujá;2016;;;;;83849;7306;7456;7326;10,37;3503901;22088;26,34259204;;;25
Aspásia;2010;14972,67;90;688;167;1809;151;142;111;17,25;3503950;404;22,33278054;24,27325581;4,975124378;4
Aspásia;2011;19497,67;79,07;741;173;1804;145;142;116;17,68;3503950;403;22,33924612;23,34682861;4,383037694;4
Aspásia;2012;21817,77;51,22;804;178;1800;140;143;120;18,17;3503950;403;22,38888889;22,13930348;2,845555556;4
Aspásia;2013;20430,4;54,55;908;189;1795;134;144;125;18,77;3503950;403;22,45125348;20,81497797;3,038997214;4
Aspásia;2014;23176,73;69,74;951;191;1791;129;145;130;19,32;3503950;404;22,5572306;20,08412198;3,893914015;4
Aspásia;2015;;78,57;981;196;1786;124;145;136;19,93;3503950;405;22,67637178;19,97961264;4,399216125;4
Aspásia;2016;;;;;1782;120;139;136;20,43;3503950;395;22,1661055;;;4
Assis;2010;1666866,68;73,02;55200;17339;95075;7368;8430;8059;14,13;3504008;23857;25,09282146;31,41123188;0,076802524;88
Assis;2011;1902294,28;73,45;58965;18554;95734;7295;8327;8198;14,45;3504008;23820;24,88144233;31,46612397;0,076723003;88
Assis;2012;2242027,45;74,65;62457;19590;96397;7220;8230;8341;14,77;3504008;23791;24,68022864;31,36557952;0,077440169;88
Assis;2013;2463836,01;76,24;65803;20448;97065;7144;8129;8480;15,1;3504008;23753;24,47123062;31,07457107;0,078545305;88
Assis;2014;2637083,19;74,98;69019;21187;97738;7066;8029;8614;15,42;3504008;23709;24,25770939;30,69734421;0,0767153;88
Assis;2015;;74,3;71832;22091;98415;6988;7927;8755;15,76;3504008;23670;24,05121171;30,75370308;0,075496621;88
Assis;2016;;;;;99001;6773;7851;8654;16,18;3504008;23278;23,51289381;;;88
Atibaia;2010;3709727,44;80,59;74283;18018;126467;10160;10767;10791;12,76;3504107;31718;25,08006041;24,25588627;0,063724134;90
Atibaia;2011;4285475,74;81,31;82267;19546;127832;10279;10733;10881;12,99;3504107;31893;24,94915201;23,75922302;0,063606922;90
Atibaia;2012;4434423,04;85,02;88956;20641;129212;10395;10696;10967;13,22;3504107;32058;24,81038913;23,20360628;0,065798842;90
Atibaia;2013;4827702,27;90,35;94556;21426;130606;10507;10654;11052;13,45;3504107;32213;24,66425738;22,65958797;0,069177526;90
Atibaia;2014;5420788,05;92,89;98813;22341;132017;10618;10609;11134;13,69;3504107;32361;24,51275215;22,60937326;0,07036215;90
Atibaia;2015;;91,48;101801;23158;133442;10725;10560;11212;13,92;3504107;32497;24,35290238;22,74830306;0,068554128;90
Atibaia;2016;;;;;134652;10428;10659;11158;14,27;3504107;32245;23,94691501;;;90
Auriflama;2010;169054,15;78,5;7186;1803;14196;1246;1193;1095;15,52;3504206;3534;24,89433643;25,09045366;0,552972668;47
Auriflama;2011;199750,69;70,88;7713;1900;14230;1187;1201;1113;15,84;3504206;3501;24,60295151;24,63373525;0,4981026;47
Auriflama;2012;221603,45;70,52;8250;2038;14264;1128;1211;1131;16,21;3504206;3470;24,32697701;24,7030303;0,494391475;47
Auriflama;2013;227908,38;68,87;8803;2151;14298;1072;1222;1149;16,55;3504206;3443;24,08029095;24,43485176;0,481675759;47
Auriflama;2014;259340,71;74,19;9322;2309;14331;1019;1228;1169;16,86;3504206;3416;23,83643849;24,7693628;0,517688926;47
Auriflama;2015;;76,91;9626;2414;14366;967;1239;1186;17,22;3504206;3392;23,61130447;25,07791398;0,53536127;47
Auriflama;2016;;;;;14387;945;1180;1194;17,67;3504206;3319;23,06943769;;;47
Avaí;2010;115397,41;64,72;1131;194;4956;505;411;355;12,29;3504305;1271;25,645682;17,15296198;1,305891848;29
Avaí;2011;152772,13;66,12;1256;209;4989;502;430;367;12,59;3504305;1299;26,03728202;16,64012739;1,325315695;29
Avaí;2012;142391,9;67,47;1351;220;5023;487;449;378;13;3504305;1314;26,15966554;16,2842339;1,343221183;29
Avaí;2013;223693;67,36;1482;232;5057;489;467;388;13,39;3504305;1344;26,57702195;15,65452092;1,332015029;29
Avaí;2014;273811,24;68,86;1609;239;5092;471;494;400;13,81;3504305;1365;26,8067557;14,85394655;1,352317361;29
Avaí;2015;;71,16;1702;243;5126;463;507;412;14,2;3504305;1382;26,96059306;14,2773208;1,388216933;29
Avaí;2016;;;;;5158;442;506;430;14,56;3504305;1378;26,71578131;;;29
Avanhandava;2010;148440,27;57,3;3464;907;11287;975;1357;1188;9,75;3504404;3520;31,18632055;26,18360277;0,507663684;21
Avanhandava;2011;154237,49;53,41;3786;1004;11369;972;1368;1203;9,97;3504404;3543;31,16369074;26,5187533;0,469786261;21
Avanhandava;2012;167753,51;46,2;4195;1100;11453;969;1363;1216;10,21;3504404;3548;30,97878285;26,22169249;0,403387759;21
Avanhandava;2013;190167,67;46,54;4604;1188;11537;964;1371;1230;10,47;3504404;3565;30,90058074;25,803649;0,403397764;21
Avanhandava;2014;182349,28;57,63;4925;1260;11621;960;1371;1242;10,71;3504404;3573;30,74606316;25,58375635;0,495912572;21
Avanhandava;2015;;59,62;5208;1339;11707;955;1372;1255;10,98;3504404;3582;30,59707867;25,71044547;0,509267959;21
Avanhandava;2016;;;;;11787;922;1373;1260;11,28;3504404;3555;30,16034614;;;21
Avaré;2010;1237711,8;68,1;43584;10977;82878;6727;7410;7228;12,78;3504503;21365;25,77885567;25,18584802;0,082168971;109
Avaré;2011;1463351,37;71,38;46892;11868;83373;6703;7350;7242;13,1;3504503;21295;25,54184208;25,30922119;0,085615247;109
Avaré;2012;1710675,91;73,66;50089;12660;83871;6678;7280;7256;13,42;3504503;21214;25,29360566;25,27501048;0,087825351;109
Avaré;2013;1955722,28;77,16;52937;13120;84372;6651;7214;7266;13,75;3504503;21131;25,04503864;24,78417742;0,091452141;109
Avaré;2014;2135621,4;78,95;55264;13573;84876;6622;7146;7278;14,09;3504503;21046;24,79617324;24,56029241;0,09301805;109
Avaré;2015;;79,84;57248;13946;85384;6592;7078;7283;14,44;3504503;20953;24,53972641;24,36067636;0,09350698;109
Avaré;2016;;;;;85810;6435;7056;7223;14,82;3504503;20714;24,13937769;;;109
Bady Bassitt;2010;228059,94;66,76;7455;1420;14574;1147;1157;1200;12,03;3504602;3504;24,04281597;19,04761905;0,458076026;13
Bady Bassitt;2011;236448,08;67,48;8248;1526;14775;1170;1181;1217;12,28;3504602;3568;24,14890017;18,5014549;0,456717428;13
Bady Bassitt;2012;241006,46;75,92;9069;1638;14980;1191;1202;1235;12,56;3504602;3628;24,21895861;18,06152828;0,506809079;13
Bady Bassitt;2013;257679,45;73,75;9820;1737;15187;1214;1226;1251;12,81;3504602;3691;24,30368078;17,68839104;0,485612695;13
Bady Bassitt;2014;285573,88;71,02;10535;1827;15396;1235;1248;1269;13,1;3504602;3752;24,36996622;17,34219269;0,461288646;13
Bady Bassitt;2015;;72,59;11029;1927;15609;1256;1270;1285;13,39;3504602;3811;24,41540137;17,47211896;0,465052213;13
Bady Bassitt;2016;;;;;15750;1206;1284;1301;13,82;3504602;3791;24,06984127;;;13
Balbinos;2010;17822,89;100;407;59;3670;117;596;796;6,38;3504701;1509;41,11716621;14,4963145;2,72479564;12
Balbinos;2011;22771,39;100;459;71;3674;118;593;796;6,51;3504701;1507;41,01796407;15,46840959;2,721829069;12
Balbinos;2012;23395,97;115,15;516;80;3679;119;592;792;6,71;3504701;1503;40,8534928;15,50387597;3,12992661;12
Balbinos;2013;33724,73;124,24;565;89;3683;121;590;787;6,9;3504701;1498;40,67336411;15,75221239;3,373336954;12
Balbinos;2014;40213,85;131,43;650;91;3688;122;587;783;7,16;3504701;1492;40,45553145;14;3,563720174;12
Balbinos;2015;;108,33;693;103;3691;123;585;771;7,4;3504701;1479;40,07044161;14,86291486;2,934976971;12
Balbinos;2016;;;;;3695;121;586;773;7,52;3504701;1480;40,0541272;;;12
Bálsamo;2010;112632,68;60,23;3873;718;8153;591;620;656;16,5;3504800;1867;22,89954618;18,53860057;0,738746474;11
Bálsamo;2011;135382,48;77,52;4305;779;8195;588;619;654;16,83;3504800;1861;22,70896888;18,0952381;0,945942648;11
Bálsamo;2012;151169,55;71,8;4677;860;8238;585;618;653;17,18;3504800;1856;22,52974023;18,38785546;0,87157077;11
Bálsamo;2013;154987,52;81,58;5007;913;8281;582;618;650;17,53;3504800;1850;22,34029707;18,23447174;0,985146721;11
Bálsamo;2014;156157,84;77,15;5269;941;8323;578;615;647;17,91;3504800;1840;22,10741319;17,85917631;0,926949417;11
Bálsamo;2015;;64,97;5421;966;8366;575;614;645;18,29;3504800;1834;21,9220655;17,81959048;0,776595745;11
Bálsamo;2016;;;;;8397;545;609;643;18,63;3504800;1797;21,40050018;;;11
Bananal;2010;119562,12;60,15;2588;358;10219;852;776;789;14,33;3504909;2417;23,65202075;13,83307573;0,588609453;81
Bananal;2011;123266,8;63,93;2789;405;10260;861;787;782;14,61;3504909;2430;23,68421053;14,52133381;0,623099415;81
Bananal;2012;145073,6;64,56;3049;451;10300;865;800;776;14,89;3504909;2441;23,69902913;14,791735;0,626796117;81
Bananal;2013;147825,05;59,43;3312;511;10341;873;811;769;15,19;3504909;2453;23,72111014;15,42874396;0,57470264;81
Bananal;2014;167149,68;59,74;3648;564;10382;886;821;761;15,52;3504909;2468;23,77191293;15,46052632;0,575418994;81
Bananal;2015;;59,36;3880;607;10423;891;831;753;15,84;3504909;2475;23,7455627;15,6443299;0,569509738;81
Bananal;2016;;;;;10468;852;841;766;16,2;3504909;2459;23,49063814;;;81
Barão de Antonina;2010;25454,49;72,08;617;150;3113;252;234;190;14,97;3505005;676;21,71538709;24,31118314;2,315451333;3
Barão de Antonina;2011;29584,94;79,38;686;162;3140;259;239;200;15,25;3505005;698;22,22929936;23,61516035;2,528025478;3
Barão de Antonina;2012;33422,03;75,31;781;173;3166;265;245;211;15,57;3505005;721;22,77321541;22,15108835;2,378711308;3
Barão de Antonina;2013;37369,82;68,6;847;183;3193;284;251;222;15,85;3505005;757;23,70811149;21,60566706;2,148449734;3
Barão de Antonina;2014;49114,97;74,85;940;192;3220;286;257;233;16,24;3505005;776;24,09937888;20,42553191;2,324534161;3
Barão de Antonina;2015;;78,61;1017;211;3247;288;263;245;16,6;3505005;796;24,51493686;20,74729597;2,421004004;3
Barão de Antonina;2016;;;;;3274;292;269;250;17,01;3505005;811;24,77092242;;;3
Barbosa;2010;63998,91;54,34;1920;527;6586;570;557;477;13;3505104;1604;24,35469177;27,44791667;0,82508351;13
Barbosa;2011;73961,21;58,76;2126;574;6655;584;565;496;13,18;3505104;1645;24,71825695;26,99905927;0,882945154;13
